date,tournament,home_team,away_team,home_score,away_score,neutral
2016-06-06,Friendly,Iceland,Liechtenstein,4.0,0.0,False
2016-06-06,Friendly,Italy,Finland,2.0,0.0,False
2016-06-06,AFC Asian Cup qualification,Malaysia,Timor-Leste,3.0,0.0,False
2016-06-06,Copa América,Panama,Bolivia,2.0,1.0,True
2016-06-06,Friendly,Poland,Lithuania,0.0,0.0,False
2016-06-06,Friendly,Singapore,Vietnam,0.0,3.0,True
2016-06-07,Friendly,Australia,Greece,1.0,2.0,False
2016-06-07,AFC Asian Cup qualification,Bangladesh,Tajikistan,0.0,1.0,False
2016-06-07,Kirin Cup,Bulgaria,Denmark,0.0,4.0,True
2016-06-07,AFC Asian Cup qualification,Cambodia,Taiwan,2.0,0.0,False
2016-06-07,Friendly,Canada,Uzbekistan,2.0,1.0,True
2016-06-07,Friendly,China,Kazakhstan,0.0,1.0,False
2016-06-07,Copa América,Colombia,Paraguay,2.0,1.0,True
2016-06-07,CFU Caribbean Cup qualification,Curaçao,United States Virgin Islands,7.0,0.0,False
2016-06-07,CFU Caribbean Cup qualification,Dominican Republic,French Guiana,2.0,1.0,False
2016-06-07,AFC Asian Cup qualification,India,Laos,6.0,1.0,False
2016-06-07,Friendly,Iran,Kyrgyzstan,6.0,0.0,False
2016-06-07,Kirin Cup,Japan,Bosnia and Herzegovina,1.0,2.0,False
2016-06-07,Friendly,Spain,Georgia,0.0,1.0,False
2016-06-07,CFU Caribbean Cup qualification,Saint Vincent and the Grenadines,Saint Kitts and Nevis,0.0,1.0,False
2016-06-07,Copa América,United States,Costa Rica,4.0,0.0,False
2016-06-07,AFC Asian Cup qualification,Yemen,Maldives,2.0,0.0,True
2016-06-08,Copa América,Brazil,Haiti,7.0,1.0,True
2016-06-08,Copa América,Ecuador,Peru,2.0,2.0,True
2016-06-08,Oceania Nations Cup,New Zealand,New Caledonia,1.0,0.0,True
2016-06-08,Oceania Nations Cup,Papua New Guinea,Solomon Islands,2.0,1.0,False
2016-06-08,Friendly,Portugal,Estonia,7.0,0.0,False
2016-06-09,Copa América,Mexico,Jamaica,2.0,0.0,True
2016-06-09,Copa América,Uruguay,Venezuela,0.0,1.0,True
2016-06-10,Copa América,Argentina,Panama,5.0,0.0,True
2016-06-10,Copa América,Chile,Bolivia,2.0,1.0,True
2016-06-10,UEFA Euro,France,Romania,2.0,1.0,False
2016-06-11,UEFA Euro,Albania,Switzerland,0.0,1.0,True
2016-06-11,Copa América,Colombia,Costa Rica,2.0,3.0,True
2016-06-11,UEFA Euro,England,Russia,1.0,1.0,True
2016-06-11,Oceania Nations Cup,Papua New Guinea,New Zealand,0.0,0.0,False
2016-06-11,COSAFA Cup,Seychelles,Madagascar,0.0,1.0,True
2016-06-11,Copa América,United States,Paraguay,1.0,0.0,False
2016-06-11,UEFA Euro,Wales,Slovakia,2.0,1.0,True
2016-06-11,COSAFA Cup,Zimbabwe,Eswatini,2.0,2.0,True
2016-06-12,African Cup of Nations qualification,Benin,Equatorial Guinea,2.0,1.0,False
2016-06-12,Copa América,Brazil,Peru,0.0,1.0,True
2016-06-12,Copa América,Ecuador,Haiti,4.0,0.0,True
2016-06-12,UEFA Euro,Germany,Ukraine,2.0,0.0,True
2016-06-12,COSAFA Cup,Lesotho,Mauritius,3.0,0.0,True
2016-06-12,COSAFA Cup,Malawi,Angola,3.0,0.0,True
2016-06-12,UEFA Euro,Poland,Northern Ireland,1.0,0.0,True
2016-06-12,UEFA Euro,Turkey,Croatia,0.0,1.0,True
2016-06-13,UEFA Euro,Belgium,Italy,0.0,2.0,True
2016-06-13,UEFA Euro,Republic of Ireland,Sweden,1.0,1.0,True
2016-06-13,COSAFA Cup,Madagascar,Zimbabwe,0.0,0.0,True
2016-06-13,Copa América,Mexico,Venezuela,1.0,1.0,True
2016-06-13,UEFA Euro,Spain,Czech Republic,1.0,0.0,True
2016-06-13,COSAFA Cup,Eswatini,Seychelles,4.0,0.0,True
2016-06-13,Copa América,Uruguay,Jamaica,3.0,0.0,True
2016-06-14,COSAFA Cup,Angola,Lesotho,0.0,2.0,True
2016-06-14,Copa América,Argentina,Bolivia,3.0,0.0,True
2016-06-14,UEFA Euro,Austria,Hungary,0.0,2.0,True
2016-06-14,Copa América,Chile,Panama,4.0,2.0,True
2016-06-14,COSAFA Cup,Mauritius,Malawi,0.0,1.0,True
2016-06-14,UEFA Euro,Portugal,Iceland,1.0,1.0,True
2016-06-15,UEFA Euro,France,Albania,2.0,0.0,False
2016-06-15,UEFA Euro,Romania,Switzerland,1.0,1.0,True
2016-06-15,UEFA Euro,Russia,Slovakia,1.0,2.0,True
2016-06-15,COSAFA Cup,Eswatini,Madagascar,1.0,0.0,True
2016-06-15,COSAFA Cup,Zimbabwe,Seychelles,5.0,0.0,True
2016-06-16,COSAFA Cup,Angola,Mauritius,0.0,2.0,True
2016-06-16,UEFA Euro,England,Wales,2.0,1.0,True
2016-06-16,UEFA Euro,Germany,Poland,0.0,0.0,True
2016-06-16,COSAFA Cup,Malawi,Lesotho,0.0,1.0,True
2016-06-16,UEFA Euro,Ukraine,Northern Ireland,0.0,2.0,True
2016-06-16,Copa América,United States,Ecuador,2.0,1.0,False
2016-06-17,UEFA Euro,Czech Republic,Croatia,2.0,2.0,True
2016-06-17,UEFA Euro,Italy,Sweden,1.0,0.0,True
2016-06-17,Copa América,Peru,Colombia,0.0,0.0,True
2016-06-17,UEFA Euro,Spain,Turkey,3.0,0.0,True
2016-06-18,Copa América,Argentina,Venezuela,4.0,1.0,True
2016-06-18,UEFA Euro,Belgium,Republic of Ireland,3.0,0.0,True
2016-06-18,UEFA Euro,Iceland,Hungary,1.0,1.0,True
2016-06-18,Copa América,Mexico,Chile,0.0,7.0,True
2016-06-18,COSAFA Cup,Namibia,Botswana,1.0,1.0,False
2016-06-18,UEFA Euro,Portugal,Austria,0.0,0.0,True
2016-06-18,COSAFA Cup,South Africa,Lesotho,1.0,1.0,True
2016-06-19,COSAFA Cup,DR Congo,Mozambique,1.0,0.0,True
2016-06-19,UEFA Euro,France,Switzerland,0.0,0.0,False
2016-06-19,CFU Caribbean Cup qualification,French Guiana,Bermuda,3.0,0.0,False
2016-06-19,UEFA Euro,Romania,Albania,0.0,1.0,True
2016-06-19,COSAFA Cup,Zambia,Eswatini,0.0,0.0,True
2016-06-20,UEFA Euro,Russia,Wales,0.0,3.0,True
2016-06-20,UEFA Euro,Slovakia,England,0.0,0.0,True
2016-06-21,UEFA Euro,Croatia,Spain,2.0,1.0,True
2016-06-21,UEFA Euro,Czech Republic,Turkey,0.0,2.0,True
2016-06-21,COSAFA Cup,Lesotho,Zambia,2.0,3.0,True
2016-06-21,COSAFA Cup,Namibia,Mozambique,3.0,0.0,False
2016-06-21,UEFA Euro,Northern Ireland,Germany,0.0,1.0,True
2016-06-21,UEFA Euro,Ukraine,Poland,0.0,1.0,True
2016-06-21,Copa América,United States,Argentina,0.0,4.0,False
2016-06-22,COSAFA Cup,Botswana,DR Congo,0.0,0.0,True
2016-06-22,Copa América,Colombia,Chile,0.0,2.0,True
2016-06-22,UEFA Euro,Hungary,Portugal,3.0,3.0,True
2016-06-22,UEFA Euro,Iceland,Austria,2.0,1.0,True
2016-06-22,UEFA Euro,Italy,Republic of Ireland,0.0,1.0,True
2016-06-22,Friendly,New Caledonia,Malaysia,1.0,2.0,False
2016-06-22,COSAFA Cup,South Africa,Eswatini,5.0,1.0,True
2016-06-22,UEFA Euro,Sweden,Belgium,0.0,1.0,True
2016-06-24,COSAFA Cup,Namibia,Zambia,1.0,0.0,False
2016-06-25,UEFA Euro,Croatia,Portugal,0.0,1.0,True
2016-06-25,COSAFA Cup,South Africa,Botswana,3.0,2.0,True
2016-06-25,COSAFA Cup,Eswatini,DR Congo,1.0,0.0,True
2016-06-25,UEFA Euro,Switzerland,Poland,1.0,1.0,True
2016-06-25,Copa América,United States,Colombia,0.0,1.0,False
2016-06-25,UEFA Euro,Wales,Northern Ireland,1.0,0.0,True
2016-06-26,Copa América,Argentina,Chile,0.0,0.0,True
2016-06-26,Friendly,Fiji,Malaysia,1.0,1.0,False
2016-06-26,UEFA Euro,France,Republic of Ireland,2.0,1.0,False
2016-06-26,UEFA Euro,Germany,Slovakia,3.0,0.0,True
2016-06-26,UEFA Euro,Hungary,Belgium,0.0,4.0,True
2016-06-27,UEFA Euro,England,Iceland,1.0,2.0,True
2016-06-27,UEFA Euro,Italy,Spain,2.0,0.0,True
2016-06-30,EAFF Championship,Macau,Mongolia,2.0,2.0,True
2016-06-30,UEFA Euro,Poland,Portugal,1.0,1.0,True
2016-07-01,UEFA Euro,Wales,Belgium,3.0,1.0,True
2016-07-02,UEFA Euro,Germany,Italy,1.0,1.0,True
2016-07-02,EAFF Championship,Mongolia,Taiwan,0.0,2.0,True
2016-07-02,EAFF Championship,Northern Mariana Islands,Macau,1.0,3.0,True
2016-07-03,UEFA Euro,France,Iceland,5.0,2.0,False
2016-07-04,EAFF Championship,Northern Mariana Islands,Mongolia,0.0,8.0,True
2016-07-06,UEFA Euro,Portugal,Wales,2.0,0.0,True
2016-07-07,UEFA Euro,France,Germany,2.0,0.0,False
2016-07-10,UEFA Euro,France,Portugal,0.0,1.0,False
2016-07-24,Friendly,Uzbekistan,Iraq,2.0,1.0,False
2016-07-28,Friendly,Cambodia,Singapore,2.0,1.0,False
2016-08-01,Hungary Heritage Cup,Felvidék,Kárpátalja,1.0,1.0,True
2016-08-01,Hungary Heritage Cup,Délvidék,Székely Land,3.0,1.0,True
2016-08-03,Hungary Heritage Cup,Délvidék,Felvidék,1.0,2.0,True
2016-08-08,Friendly,Oman,Turkmenistan,1.0,0.0,False
2016-08-08,Friendly,Qatar,Iraq,2.0,1.0,False
2016-08-13,Friendly,Bhutan,India,0.0,3.0,False
2016-08-13,Friendly,Donetsk PR,Luhansk PR,1.0,1.0,False
2016-08-18,Friendly,Jordan,Qatar,2.0,3.0,True
2016-08-21,Friendly,Iraq,North Korea,1.0,1.0,True
2016-08-24,Friendly,Honduras,Nicaragua,1.0,0.0,False
2016-08-24,Friendly,North Korea,United Arab Emirates,2.0,0.0,True
2016-08-24,Friendly,Saudi Arabia,Laos,4.0,0.0,True
2016-08-24,Friendly,Uzbekistan,Burkina Faso,1.0,0.0,False
2016-08-25,World Unity Cup,Barawa,Tamil Eelam,0.0,5.0,False
2016-08-26,World Unity Cup,Barawa,Chagos Islands,2.0,3.0,False
2016-08-27,Friendly,Tajikistan,Syria,0.0,0.0,False
2016-08-28,Friendly,Dominican Republic,Puerto Rico,5.0,0.0,False
2016-08-28,World Unity Cup,Chagos Islands,Tamil Eelam,1.0,5.0,True
2016-08-30,Friendly,Egypt,Guinea,1.0,1.0,False
2016-08-30,Friendly,Kyrgyzstan,Kazakhstan,2.0,0.0,False
2016-08-30,Friendly,Uganda,Kenya,0.0,0.0,False
2016-08-31,Friendly,Albania,Morocco,0.0,0.0,False
2016-08-31,Friendly,Czech Republic,Armenia,3.0,0.0,False
2016-08-31,Friendly,Denmark,Liechtenstein,5.0,0.0,False
2016-08-31,Friendly,Estonia,Malta,1.0,1.0,False
2016-08-31,Friendly,Germany,Finland,2.0,0.0,False
2016-08-31,Friendly,Republic of Ireland,Oman,4.0,0.0,False
2016-08-31,Friendly,Lebanon,Jordan,1.0,1.0,False
2016-08-31,Friendly,Norway,Belarus,0.0,1.0,False
2016-08-31,Friendly,Turkey,Russia,0.0,0.0,False
2016-09-01,FIFA World Cup qualification,Argentina,Uruguay,1.0,0.0,False
2016-09-01,FIFA World Cup qualification,Australia,Iraq,2.0,0.0,False
2016-09-01,Friendly,Bahrain,Singapore,3.0,1.0,False
2016-09-01,Friendly,Belgium,Spain,0.0,2.0,False
2016-09-01,FIFA World Cup qualification,Bolivia,Peru,0.0,3.0,False
2016-09-01,FIFA World Cup qualification,Colombia,Venezuela,2.0,0.0,False
2016-09-01,FIFA World Cup qualification,Ecuador,Brazil,0.0,3.0,False
2016-09-01,Friendly,Hong Kong,Cambodia,4.0,2.0,False
2016-09-01,FIFA World Cup qualification,Iran,Qatar,2.0,0.0,False
2016-09-01,Friendly,Italy,France,1.0,3.0,False
2016-09-01,FIFA World Cup qualification,Japan,United Arab Emirates,1.0,2.0,False
2016-09-01,FIFA World Cup qualification,South Korea,China,3.0,2.0,False
2016-09-01,Friendly,Maldives,Bangladesh,5.0,0.0,False
2016-09-01,Friendly,Netherlands,Greece,1.0,2.0,False
2016-09-01,FIFA World Cup qualification,Paraguay,Chile,2.0,1.0,False
2016-09-01,Friendly,Portugal,Gibraltar,5.0,0.0,False
2016-09-01,FIFA World Cup qualification,Saudi Arabia,Thailand,1.0,0.0,False
2016-09-01,FIFA World Cup qualification,Uzbekistan,Syria,1.0,0.0,False
2016-09-02,FIFA World Cup qualification,El Salvador,Mexico,1.0,3.0,False
2016-09-02,FIFA World Cup qualification,Haiti,Costa Rica,0.0,1.0,False
2016-09-02,FIFA World Cup qualification,Honduras,Canada,2.0,1.0,False
2016-09-02,Friendly,Latvia,Luxembourg,3.0,1.0,False
2016-09-02,FIFA World Cup qualification,Panama,Jamaica,2.0,0.0,False
2016-09-02,African Cup of Nations qualification,South Africa,Mauritania,1.0,1.0,False
2016-09-02,FIFA World Cup qualification,Saint Vincent and the Grenadines,United States,0.0,6.0,False
2016-09-02,Friendly,Sudan,Gabon,1.0,2.0,False
2016-09-02,FIFA World Cup qualification,Trinidad and Tobago,Guatemala,2.0,2.0,False
2016-09-03,African Cup of Nations qualification,Angola,Madagascar,1.0,1.0,False
2016-09-03,African Cup of Nations qualification,Cameroon,Gambia,2.0,0.0,False
2016-09-03,African Cup of Nations qualification,Cape Verde,Libya,0.0,1.0,False
2016-09-03,African Cup of Nations qualification,Ethiopia,Seychelles,2.0,1.0,False
2016-09-03,African Cup of Nations qualification,Ghana,Rwanda,1.0,1.0,False
2016-09-03,Friendly,India,Puerto Rico,4.0,1.0,False
2016-09-03,African Cup of Nations qualification,Ivory Coast,Sierra Leone,1.0,1.0,False
2016-09-03,African Cup of Nations qualification,Mozambique,Mauritius,1.0,0.0,False
2016-09-03,African Cup of Nations qualification,Nigeria,Tanzania,1.0,0.0,False
2016-09-03,African Cup of Nations qualification,Senegal,Namibia,2.0,0.0,False
2016-09-04,African Cup of Nations qualification,Algeria,Lesotho,6.0,0.0,False
2016-09-04,Friendly,Bahrain,Jordan,0.0,0.0,False
2016-09-04,African Cup of Nations qualification,Burkina Faso,Botswana,2.0,1.0,False
2016-09-04,African Cup of Nations qualification,Congo,Guinea-Bissau,1.0,0.0,False
2016-09-04,African Cup of Nations qualification,DR Congo,Central African Republic,4.0,1.0,False
2016-09-04,FIFA World Cup qualification,Czech Republic,Northern Ireland,0.0,0.0,False
2016-09-04,FIFA World Cup qualification,Denmark,Armenia,1.0,0.0,False
2016-09-04,African Cup of Nations qualification,Equatorial Guinea,South Sudan,4.0,0.0,False
2016-09-04,African Cup of Nations qualification,Guinea,Zimbabwe,1.0,0.0,False
2016-09-04,FIFA World Cup qualification,Kazakhstan,Poland,2.0,2.0,False
2016-09-04,FIFA World Cup qualification,Lithuania,Slovenia,2.0,2.0,False
2016-09-04,African Cup of Nations qualification,Malawi,Eswatini,1.0,0.0,False
2016-09-04,African Cup of Nations qualification,Mali,Benin,5.0,2.0,False
2016-09-04,African Cup of Nations qualification,Morocco,São Tomé and Príncipe,2.0,0.0,False
2016-09-04,African Cup of Nations qualification,Niger,Burundi,3.0,1.0,False
2016-09-04,FIFA World Cup qualification,Malta,Scotland,1.0,5.0,False
2016-09-04,FIFA World Cup qualification,Norway,Germany,0.0,3.0,False
2016-09-04,FIFA World Cup qualification,Romania,Montenegro,1.0,1.0,False
2016-09-04,FIFA World Cup qualification,San Marino,Azerbaijan,0.0,1.0,False
2016-09-04,FIFA World Cup qualification,Slovakia,England,0.0,1.0,False
2016-09-04,African Cup of Nations qualification,Togo,Djibouti,5.0,0.0,False
2016-09-04,African Cup of Nations qualification,Tunisia,Liberia,4.0,1.0,False
2016-09-04,African Cup of Nations qualification,Uganda,Comoros,1.0,0.0,False
2016-09-04,African Cup of Nations qualification,Zambia,Kenya,1.0,1.0,False
2016-09-05,FIFA World Cup qualification,Albania,North Macedonia,2.0,1.0,False
2016-09-05,FIFA World Cup qualification,Croatia,Turkey,1.0,1.0,False
2016-09-05,FIFA World Cup qualification,Finland,Kosovo,1.0,1.0,False
2016-09-05,FIFA World Cup qualification,Georgia,Austria,1.0,2.0,False
2016-09-05,FIFA World Cup qualification,Israel,Italy,1.0,3.0,False
2016-09-05,Friendly,Lebanon,Afghanistan,2.0,0.0,False
2016-09-05,FIFA World Cup qualification,Serbia,Republic of Ireland,2.0,2.0,False
2016-09-05,FIFA World Cup qualification,Spain,Liechtenstein,8.0,0.0,False
2016-09-05,FIFA World Cup qualification,Ukraine,Iceland,1.0,1.0,False
2016-09-05,FIFA World Cup qualification,Wales,Moldova,4.0,0.0,False
2016-09-06,FIFA World Cup qualification,Andorra,Latvia,0.0,1.0,False
2016-09-06,AFC Asian Cup qualification,Bangladesh,Bhutan,0.0,0.0,False
2016-09-06,FIFA World Cup qualification,Belarus,France,0.0,0.0,False
2016-09-06,FIFA World Cup qualification,Bosnia and Herzegovina,Estonia,5.0,0.0,False
2016-09-06,FIFA World Cup qualification,Brazil,Colombia,2.0,1.0,False
2016-09-06,FIFA World Cup qualification,Bulgaria,Luxembourg,4.0,3.0,False
2016-09-06,Friendly,Cameroon,Gabon,2.0,1.0,False
2016-09-06,FIFA World Cup qualification,Canada,El Salvador,3.0,1.0,False
2016-09-06,FIFA World Cup qualification,Chile,Bolivia,3.0,0.0,False
2016-09-06,FIFA World Cup qualification,China,Iran,0.0,0.0,False
2016-09-06,FIFA World Cup qualification,Costa Rica,Panama,3.0,1.0,False
2016-09-06,FIFA World Cup qualification,Cyprus,Belgium,0.0,3.0,False
2016-09-06,FIFA World Cup qualification,Faroe Islands,Hungary,0.0,0.0,False
2016-09-06,FIFA World Cup qualification,Gibraltar,Greece,1.0,4.0,True
2016-09-06,Friendly,Indonesia,Malaysia,3.0,0.0,False
2016-09-06,FIFA World Cup qualification,Iraq,Saudi Arabia,1.0,2.0,True
2016-09-06,FIFA World Cup qualification,Jamaica,Haiti,0.0,2.0,False
2016-09-06,Friendly,Kyrgyzstan,Philippines,1.0,2.0,False
2016-09-06,AFC Asian Cup qualification,Maldives,Laos,4.0,0.0,False
2016-09-06,FIFA World Cup qualification,Mexico,Honduras,0.0,0.0,False
2016-09-06,Friendly,Palestine,Tajikistan,1.0,1.0,False
2016-09-06,FIFA World Cup qualification,Peru,Ecuador,2.0,1.0,False
2016-09-06,FIFA World Cup qualification,Qatar,Uzbekistan,0.0,1.0,False
2016-09-06,Friendly,Russia,Ghana,1.0,0.0,False
2016-09-06,Friendly,South Africa,Egypt,1.0,0.0,False
2016-09-06,FIFA World Cup qualification,Sweden,Netherlands,1.0,1.0,False
2016-09-06,FIFA World Cup qualification,Switzerland,Portugal,2.0,0.0,False
2016-09-06,FIFA World Cup qualification,Syria,South Korea,0.0,0.0,True
2016-09-06,FIFA World Cup qualification,Thailand,Japan,0.0,2.0,False
2016-09-06,FIFA World Cup qualification,United Arab Emirates,Australia,0.0,1.0,False
2016-09-06,FIFA World Cup qualification,Uruguay,Paraguay,4.0,0.0,False
2016-09-06,FIFA World Cup qualification,United States,Trinidad and Tobago,4.0,0.0,False
2016-09-06,FIFA World Cup qualification,Venezuela,Argentina,2.0,2.0,False
2016-09-06,FIFA World Cup qualification,Guatemala,Saint Vincent and the Grenadines,9.0,3.0,False
2016-09-29,Friendly,Qatar,Serbia,3.0,0.0,False
2016-09-30,Friendly,Botswana,Angola,1.0,1.0,False
2016-10-04,Friendly,DR Congo,Kenya,0.0,1.0,False
2016-10-04,Friendly,Togo,Uganda,1.0,0.0,False
2016-10-05,CFU Caribbean Cup qualification,Curaçao,Antigua and Barbuda,3.0,0.0,False
2016-10-05,Friendly,Solomon Islands,New Caledonia,0.0,3.0,False
2016-10-05,Friendly,Tajikistan,Palestine,3.0,3.0,False
2016-10-05,CFU Caribbean Cup qualification,Trinidad and Tobago,Dominican Republic,4.0,0.0,False
2016-10-06,FIFA World Cup qualification,Austria,Wales,2.0,2.0,False
2016-10-06,FIFA World Cup qualification,Brazil,Bolivia,5.0,0.0,False
2016-10-06,Friendly,Cambodia,Hong Kong,0.0,2.0,False
2016-10-06,FIFA World Cup qualification,China,Syria,0.0,1.0,False
2016-10-06,FIFA World Cup qualification,Ecuador,Chile,3.0,0.0,False
2016-10-06,FIFA World Cup qualification,Iceland,Finland,3.0,2.0,False
2016-10-06,FIFA World Cup qualification,Republic of Ireland,Georgia,1.0,0.0,False
2016-10-06,FIFA World Cup qualification,Italy,Spain,1.0,1.0,False
2016-10-06,FIFA World Cup qualification,Japan,Iraq,2.0,1.0,False
2016-10-06,FIFA World Cup qualification,South Korea,Qatar,3.0,2.0,False
2016-10-06,FIFA World Cup qualification,Kosovo,Croatia,0.0,6.0,True
2016-10-06,Friendly,Kyrgyzstan,Lebanon,0.0,0.0,False
2016-10-06,FIFA World Cup qualification,Liechtenstein,Albania,0.0,2.0,False
2016-10-06,FIFA World Cup qualification,North Macedonia,Israel,1.0,2.0,False
2016-10-06,Friendly,Mauritania,Canada,0.0,4.0,True
2016-10-06,FIFA World Cup qualification,Moldova,Serbia,0.0,3.0,False
2016-10-06,FIFA World Cup qualification,Paraguay,Colombia,0.0,1.0,False
2016-10-06,FIFA World Cup qualification,Peru,Argentina,2.0,2.0,False
2016-10-06,FIFA World Cup qualification,Saudi Arabia,Australia,2.0,2.0,False
2016-10-06,FIFA World Cup qualification,Turkey,Ukraine,2.0,2.0,False
2016-10-06,FIFA World Cup qualification,United Arab Emirates,Thailand,3.0,1.0,False
2016-10-06,FIFA World Cup qualification,Uruguay,Venezuela,3.0,0.0,False
2016-10-06,FIFA World Cup qualification,Uzbekistan,Iran,0.0,1.0,False
2016-10-06,Friendly,Vietnam,North Korea,5.0,2.0,False
2016-10-07,FIFA World Cup qualification,Belgium,Bosnia and Herzegovina,4.0,0.0,False
2016-10-07,Friendly,Cuba,United States,0.0,2.0,False
2016-10-07,FIFA World Cup qualification,Estonia,Gibraltar,4.0,0.0,False
2016-10-07,FIFA World Cup qualification,France,Bulgaria,4.0,1.0,False
2016-10-07,FIFA World Cup qualification,Ghana,Uganda,0.0,0.0,False
2016-10-07,FIFA World Cup qualification,Greece,Cyprus,2.0,0.0,False
2016-10-07,FIFA World Cup qualification,Hungary,Switzerland,2.0,3.0,False
2016-10-07,FIFA World Cup qualification,Latvia,Faroe Islands,0.0,2.0,False
2016-10-07,FIFA World Cup qualification,Luxembourg,Sweden,0.0,1.0,False
2016-10-07,FIFA World Cup qualification,Netherlands,Belarus,4.0,1.0,False
2016-10-07,Friendly,Oman,Jordan,1.0,1.0,False
2016-10-07,Friendly,Philippines,Bahrain,1.0,3.0,False
2016-10-07,FIFA World Cup qualification,Portugal,Andorra,6.0,0.0,False
2016-10-07,Friendly,Singapore,Malaysia,0.0,0.0,False
2016-10-08,FIFA World Cup qualification,Armenia,Romania,0.0,5.0,False
2016-10-08,FIFA World Cup qualification,Azerbaijan,Norway,1.0,0.0,False
2016-10-08,Friendly,Belize,Honduras,1.0,2.0,False
2016-10-08,FIFA World Cup qualification,Burkina Faso,South Africa,1.0,1.0,False
2016-10-08,FIFA World Cup qualification,DR Congo,Libya,4.0,0.0,False
2016-10-08,CFU Caribbean Cup qualification,Dominican Republic,Martinique,1.0,2.0,False
2016-10-08,FIFA World Cup qualification,England,Malta,2.0,0.0,False
2016-10-08,CFU Caribbean Cup qualification,French Guiana,Saint Kitts and Nevis,1.0,0.0,False
2016-10-08,FIFA World Cup qualification,Gabon,Morocco,0.0,0.0,False
2016-10-08,FIFA World Cup qualification,Germany,Czech Republic,3.0,0.0,False
2016-10-08,FIFA World Cup qualification,Ivory Coast,Mali,3.0,1.0,False
2016-10-08,Friendly,Mexico,New Zealand,2.0,1.0,True
2016-10-08,FIFA World Cup qualification,Montenegro,Kazakhstan,5.0,0.0,False
2016-10-08,FIFA World Cup qualification,Northern Ireland,San Marino,4.0,0.0,False
2016-10-08,FIFA World Cup qualification,Poland,Denmark,3.0,2.0,False
2016-10-08,FIFA World Cup qualification,Scotland,Lithuania,1.0,1.0,False
